ShipmentID,Product,Quantity,UnitCost,Supplier,Warehouse,ShipmentDate,TransportMode,Destination,Status,DeliveryDate
SHP00747,Tablet,147,367.14,Innovatek,WH-B,16-05-2023,Air,Phoenix,Delayed,21-05-2023
SHP00748,Tablet,59,913.19,Innovatek,WH-B,15-07-2023,Rail,Phoenix,Delivered,22-07-2023
SHP00749,Laptop,268,433.72,Innovatek,WH-A,13-05-2023,Ship,Houston,Delayed,20-05-2023
SHP00750,Tablet,470,1009.85,GadgetPro,WH-A,27-03-2023,Air,Los Angeles,Delivered,29-03-2023
SHP00751,Monitor,116,1231.66,GadgetPro,WH-A,22-10-2023,Rail,Houston,In Transit,29-10-2023
SHP00752,Monitor,122,1178.14,TechCorp,WH-A,06-10-2023,Truck,Phoenix,Delivered,12-10-2023
SHP00753,Laptop,359,1153.23,Digitron,WH-C,20-11-2023,Truck,Houston,Delayed,27-11-2023
SHP00754,Tablet,263,322.2,TechCorp,WH-A,29-06-2023,Rail,Phoenix,Delayed,07-07-2023
SHP00755,Tablet,127,178.16,Innovatek,WH-A,04-01-2023,Ship,New York,In Transit,08-01-2023
SHP00756,Tablet,207,1063.48,TechCorp,WH-A,06-05-2023,Rail,New York,Delayed,07-05-2023
SHP00757,Keyboard,346,584.1,Digitron,WH-B,24-06-2023,Truck,Chicago,Delayed,02-07-2023
SHP00758,Phone,374,676.9,GadgetPro,WH-B,08-09-2023,Truck,Los Angeles,In Transit,16-09-2023
SHP00759,Keyboard,60,95.17,TechCorp,WH-B,21-01-2023,Air,New York,In Transit,24-01-2023
SHP00760,Phone,254,426.39,Innovatek,WH-C,15-04-2023,Ship,Phoenix,Delivered,18-04-2023
SHP00761,Tablet,412,98.83,Innovatek,WH-C,07-03-2023,Rail,Houston,In Transit,12-03-2023
SHP00762,Tablet,435,1324.82,GadgetPro,WH-A,20-09-2023,Truck,Houston,Delayed,23-09-2023
SHP00763,Keyboard,44,402.93,TechCorp,WH-B,18-02-2023,Truck,Chicago,In Transit,23-02-2023
SHP00764,Keyboard,311,858.14,Digitron,WH-C,16-01-2023,Truck,Houston,Delayed,24-01-2023
SHP00765,Phone,419,106.52,GadgetPro,WH-B,25-05-2023,Rail,New York,Delivered,26-05-2023
SHP00766,Monitor,78,1016.93,TechCorp,WH-C,06-12-2023,Rail,Houston,In Transit,08-12-2023
SHP00767,Phone,358,518.39,NetSys,WH-C,07-09-2023,Ship,New York,Delayed,09-09-2023
SHP00768,Keyboard,329,1351.98,Innovatek,WH-A,09-12-2023,Air,New York,In Transit,13-12-2023
SHP00769,Keyboard,430,1337.77,Digitron,WH-A,20-12-2023,Air,Los Angeles,In Transit,29-12-2023
SHP00770,Laptop,477,521.67,Digitron,WH-C,16-03-2023,Air,Chicago,In Transit,18-03-2023
SHP00771,Keyboard,58,1356.39,Digitron,WH-A,17-10-2023,Truck,Phoenix,In Transit,26-10-2023
SHP00772,Laptop,414,1494.43,Innovatek,WH-C,09-10-2023,Air,New York,Delivered,16-10-2023
SHP00773,Monitor,83,1246.85,TechCorp,WH-C,07-03-2023,Truck,Chicago,Delayed,17-03-2023
SHP00774,Phone,201,1275.06,GadgetPro,WH-B,05-05-2023,Ship,Phoenix,In Transit,13-05-2023
SHP00775,Phone,270,411.06,TechCorp,WH-A,15-11-2023,Truck,Houston,Delayed,16-11-2023
SHP00776,Laptop,365,886.22,GadgetPro,WH-A,28-03-2023,Ship,Chicago,Delivered,02-04-2023
SHP00777,Phone,79,147.52,Digitron,WH-A,10-02-2023,Ship,Chicago,Delayed,19-02-2023
SHP00778,Keyboard,99,187.63,TechCorp,WH-B,05-07-2023,Air,Chicago,Delayed,09-07-2023
SHP00779,Tablet,269,1498.39,Digitron,WH-B,20-12-2023,Air,Houston,Delivered,22-12-2023
SHP00780,Laptop,135,523.63,NetSys,WH-B,01-12-2023,Truck,Houston,In Transit,07-12-2023
SHP00781,Phone,240,1134.87,Digitron,WH-A,23-09-2023,Rail,Chicago,Delayed,25-09-2023
SHP00782,Laptop,304,1219.66,Digitron,WH-A,28-09-2023,Air,Los Angeles,Delayed,01-10-2023
SHP00783,Laptop,428,1294.13,GadgetPro,WH-A,11-02-2023,Air,New York,In Transit,19-02-2023
SHP00784,Tablet,138,1496.56,NetSys,WH-B,03-04-2023,Rail,Houston,In Transit,06-04-2023
SHP00785,Keyboard,289,400.17,Digitron,WH-B,04-07-2023,Rail,Los Angeles,Delayed,06-07-2023
SHP00786,Laptop,322,108.51,Digitron,WH-C,03-08-2023,Air,Houston,Delivered,09-08-2023
SHP00787,Phone,109,646.23,NetSys,WH-B,17-01-2023,Rail,Chicago,In Transit,20-01-2023
SHP00788,Monitor,335,238.62,NetSys,WH-C,22-09-2023,Truck,Los Angeles,In Transit,23-09-2023
SHP00789,Laptop,306,82.52,TechCorp,WH-A,24-04-2023,Ship,Phoenix,Delivered,27-04-2023
SHP00790,Laptop,191,572.62,GadgetPro,WH-B,19-10-2023,Ship,New York,Delayed,25-10-2023
SHP00791,Tablet,183,1186.42,NetSys,WH-A,19-10-2023,Air,New York,In Transit,22-10-2023
SHP00792,Keyboard,325,870.96,NetSys,WH-A,17-02-2023,Air,Houston,Delayed,26-02-2023
SHP00793,Monitor,373,503.53,Innovatek,WH-A,03-11-2023,Truck,New York,Delayed,10-11-2023
SHP00794,Phone,197,998.8,NetSys,WH-A,07-04-2023,Rail,Phoenix,Delayed,12-04-2023
SHP00795,Monitor,66,386.43,GadgetPro,WH-B,05-04-2023,Air,Los Angeles,Delivered,07-04-2023
SHP00796,Phone,40,70.85,Digitron,WH-A,22-11-2023,Ship,Los Angeles,Delayed,01-12-2023
SHP00797,Keyboard,93,1158.31,Digitron,WH-C,15-03-2023,Truck,Chicago,Delayed,20-03-2023
SHP00798,Phone,161,954.43,Digitron,WH-B,02-12-2023,Truck,Los Angeles,In Transit,09-12-2023
SHP00799,Tablet,482,1155.34,Digitron,WH-A,09-03-2023,Rail,Houston,In Transit,18-03-2023
SHP00800,Tablet,45,106.46,Innovatek,WH-B,03-09-2023,Air,Phoenix,Delivered,07-09-2023
SHP00801,Tablet,222,1263.82,NetSys,WH-C,18-03-2023,Air,Chicago,Delivered,27-03-2023
SHP00802,Tablet,423,948.31,Digitron,WH-A,27-07-2023,Truck,Houston,In Transit,28-07-2023
SHP00803,Monitor,417,866.92,TechCorp,WH-C,11-09-2023,Ship,Houston,In Transit,17-09-2023
SHP00804,Keyboard,373,955.69,Digitron,WH-A,09-08-2023,Air,Houston,Delivered,11-08-2023
SHP00805,Phone,115,1303.43,NetSys,WH-C,19-09-2023,Ship,New York,Delayed,27-09-2023
SHP00806,Phone,423,901.06,Digitron,WH-A,27-11-2023,Truck,Houston,Delivered,02-12-2023
SHP00807,Tablet,351,892.38,Innovatek,WH-B,10-12-2023,Air,New York,Delayed,13-12-2023
SHP00808,Tablet,229,1486.48,GadgetPro,WH-A,16-09-2023,Ship,Los Angeles,In Transit,18-09-2023
SHP00809,Laptop,400,1147.26,GadgetPro,WH-B,04-11-2023,Truck,New York,In Transit,12-11-2023
SHP00810,Keyboard,172,691.33,NetSys,WH-A,15-03-2023,Ship,Houston,In Transit,22-03-2023
SHP00811,Monitor,448,1075.73,GadgetPro,WH-A,05-05-2023,Air,Phoenix,Delayed,14-05-2023
SHP00812,Phone,229,614.38,GadgetPro,WH-C,07-07-2023,Rail,Phoenix,Delivered,15-07-2023
SHP00813,Laptop,279,381.87,TechCorp,WH-C,11-09-2023,Ship,Los Angeles,Delayed,15-09-2023
SHP00814,Laptop,129,915.44,NetSys,WH-C,17-11-2023,Rail,Houston,Delivered,19-11-2023
SHP00815,Phone,403,1395.86,NetSys,WH-A,04-11-2023,Air,New York,Delivered,06-11-2023
SHP00816,Monitor,345,1397.25,GadgetPro,WH-A,23-08-2023,Rail,Phoenix,Delivered,25-08-2023
SHP00817,Laptop,409,545.76,GadgetPro,WH-A,07-09-2023,Truck,Chicago,In Transit,13-09-2023
SHP00818,Laptop,191,815.13,GadgetPro,WH-B,28-11-2023,Rail,Houston,Delivered,05-12-2023
SHP00819,Keyboard,488,356.87,Innovatek,WH-B,11-12-2023,Ship,Houston,In Transit,17-12-2023
SHP00820,Monitor,115,1493.67,Digitron,WH-A,13-03-2023,Ship,Chicago,Delivered,15-03-2023
SHP00821,Laptop,226,1472.62,Innovatek,WH-C,23-08-2023,Rail,Phoenix,Delivered,27-08-2023
SHP00822,Monitor,214,991.79,NetSys,WH-C,20-11-2023,Truck,Chicago,In Transit,23-11-2023
SHP00823,Phone,79,1216.4,TechCorp,WH-C,05-06-2023,Air,Los Angeles,In Transit,09-06-2023
SHP00824,Tablet,53,1086.9,Digitron,WH-A,25-04-2023,Rail,New York,Delayed,30-04-2023
SHP00825,Laptop,338,910.08,TechCorp,WH-C,09-11-2023,Ship,New York,Delivered,16-11-2023
SHP00826,Keyboard,310,127.35,NetSys,WH-A,16-08-2023,Ship,Phoenix,In Transit,25-08-2023
SHP00827,Phone,237,709.41,NetSys,WH-B,18-11-2023,Rail,Chicago,Delayed,20-11-2023
SHP00828,Monitor,193,1028.44,TechCorp,WH-C,12-12-2023,Rail,Houston,Delayed,20-12-2023
SHP00829,Phone,116,1032.42,TechCorp,WH-B,02-09-2023,Rail,Houston,In Transit,05-09-2023
SHP00830,Laptop,93,591.03,TechCorp,WH-C,02-11-2023,Air,Houston,Delivered,11-11-2023
SHP00831,Monitor,347,1415.45,NetSys,WH-A,14-01-2023,Ship,Los Angeles,Delayed,24-01-2023
SHP00832,Tablet,259,292.67,GadgetPro,WH-A,16-01-2023,Ship,Los Angeles,Delivered,20-01-2023
SHP00833,Phone,372,775.52,TechCorp,WH-A,11-02-2023,Ship,Houston,Delivered,14-02-2023
SHP00834,Laptop,450,1051.78,Digitron,WH-A,20-04-2023,Air,Phoenix,Delayed,30-04-2023
SHP00835,Keyboard,30,1060.85,NetSys,WH-C,05-10-2023,Truck,Los Angeles,In Transit,11-10-2023
SHP00836,Monitor,205,990.53,Innovatek,WH-B,20-11-2023,Ship,Los Angeles,Delivered,30-11-2023
SHP00837,Phone,187,449.17,Innovatek,WH-A,19-01-2023,Ship,New York,In Transit,28-01-2023
SHP00838,Phone,426,276.5,Digitron,WH-C,07-03-2023,Truck,New York,Delayed,14-03-2023
SHP00839,Tablet,484,972.11,GadgetPro,WH-B,16-06-2023,Air,Phoenix,Delivered,20-06-2023
SHP00840,Tablet,16,918.99,TechCorp,WH-A,14-03-2023,Truck,Los Angeles,In Transit,17-03-2023
SHP00841,Keyboard,79,310.07,NetSys,WH-B,06-11-2023,Truck,Los Angeles,In Transit,16-11-2023
SHP00842,Keyboard,136,1072.45,TechCorp,WH-A,22-04-2023,Truck,Chicago,Delivered,26-04-2023
SHP00843,Laptop,408,710,NetSys,WH-B,01-10-2023,Truck,Phoenix,In Transit,04-10-2023
SHP00844,Laptop,475,1018.25,Innovatek,WH-B,26-03-2023,Air,Phoenix,In Transit,29-03-2023
SHP00845,Keyboard,169,1264.18,TechCorp,WH-A,19-05-2023,Air,Chicago,Delayed,28-05-2023
SHP00846,Keyboard,257,296.11,Digitron,WH-C,08-02-2023,Truck,Chicago,Delayed,12-02-2023
SHP00847,Monitor,212,77.76,GadgetPro,WH-B,15-04-2023,Rail,New York,In Transit,24-04-2023
SHP00848,Tablet,157,1179.7,Digitron,WH-A,20-11-2023,Rail,Phoenix,In Transit,30-11-2023
SHP00849,Laptop,481,934.06,GadgetPro,WH-B,08-10-2023,Rail,Phoenix,Delivered,13-10-2023
SHP00850,Tablet,152,1064.48,TechCorp,WH-B,03-05-2023,Rail,Chicago,Delayed,10-05-2023
SHP00851,Tablet,441,1265.32,TechCorp,WH-C,06-08-2023,Ship,Houston,Delivered,11-08-2023
SHP00852,Keyboard,208,1214.08,GadgetPro,WH-B,02-03-2023,Air,Houston,In Transit,03-03-2023
SHP00853,Monitor,414,1443.33,Innovatek,WH-B,10-04-2023,Air,New York,Delivered,12-04-2023
SHP00854,Phone,435,827.11,NetSys,WH-A,03-11-2023,Truck,Houston,In Transit,08-11-2023
SHP00855,Monitor,163,758.32,Digitron,WH-A,20-12-2023,Ship,Houston,Delayed,26-12-2023
SHP00856,Monitor,385,632.74,Digitron,WH-C,23-07-2023,Truck,Houston,Delayed,30-07-2023
SHP00857,Tablet,393,272.85,Digitron,WH-B,15-09-2023,Truck,Los Angeles,In Transit,17-09-2023
SHP00858,Monitor,151,880.28,TechCorp,WH-B,05-01-2023,Air,New York,Delayed,15-01-2023
SHP00859,Laptop,322,451.67,Digitron,WH-B,16-07-2023,Ship,Chicago,In Transit,25-07-2023
SHP00860,Tablet,174,1385.9,NetSys,WH-C,29-06-2023,Rail,Houston,Delivered,05-07-2023
SHP00861,Laptop,323,895.63,NetSys,WH-B,08-12-2023,Air,Los Angeles,In Transit,10-12-2023
SHP00862,Phone,30,909.62,GadgetPro,WH-A,13-05-2023,Ship,Houston,Delivered,15-05-2023
SHP00863,Tablet,91,564.64,TechCorp,WH-C,20-11-2023,Ship,Los Angeles,In Transit,23-11-2023
SHP00864,Phone,78,125.38,NetSys,WH-A,10-09-2023,Air,New York,Delayed,11-09-2023
SHP00865,Tablet,140,96.03,Innovatek,WH-A,22-09-2023,Air,Houston,In Transit,01-10-2023
SHP00866,Keyboard,96,663.84,TechCorp,WH-C,03-04-2023,Truck,Los Angeles,In Transit,13-04-2023
SHP00867,Monitor,227,172.62,TechCorp,WH-A,30-05-2023,Truck,Phoenix,In Transit,03-06-2023
SHP00868,Keyboard,430,929.93,NetSys,WH-B,18-05-2023,Truck,Phoenix,Delayed,23-05-2023
SHP00869,Phone,481,1327.41,Innovatek,WH-C,27-07-2023,Rail,Los Angeles,In Transit,03-08-2023
SHP00870,Monitor,314,1330.23,GadgetPro,WH-A,05-05-2023,Air,Houston,Delayed,06-05-2023
SHP00871,Tablet,412,1005.62,NetSys,WH-B,22-08-2023,Ship,Houston,In Transit,25-08-2023
SHP00872,Monitor,380,356.29,Innovatek,WH-B,02-03-2023,Air,New York,Delivered,05-03-2023
SHP00873,Laptop,354,1301.35,TechCorp,WH-A,03-11-2023,Ship,New York,In Transit,05-11-2023
SHP00874,Monitor,350,1334.84,Innovatek,WH-B,23-09-2023,Rail,Chicago,Delivered,01-10-2023
SHP00875,Laptop,393,335.15,TechCorp,WH-C,14-05-2023,Air,New York,Delayed,19-05-2023
SHP00876,Monitor,405,1119.27,NetSys,WH-A,14-11-2023,Ship,Houston,Delayed,15-11-2023
SHP00877,Laptop,454,465.45,NetSys,WH-B,23-04-2023,Ship,Chicago,In Transit,25-04-2023
SHP00878,Phone,434,1213.83,Digitron,WH-B,10-07-2023,Truck,New York,Delayed,11-07-2023
SHP00879,Keyboard,170,1495.99,Digitron,WH-A,06-07-2023,Rail,Los Angeles,In Transit,12-07-2023
SHP00880,Tablet,187,93.54,Digitron,WH-A,15-11-2023,Air,Phoenix,Delayed,24-11-2023
SHP00881,Monitor,126,1351.18,NetSys,WH-A,30-03-2023,Truck,New York,Delivered,06-04-2023
SHP00882,Keyboard,205,952.81,GadgetPro,WH-A,06-07-2023,Rail,New York,Delayed,11-07-2023
SHP00883,Tablet,392,1461.4,NetSys,WH-C,03-11-2023,Truck,Los Angeles,Delivered,06-11-2023
SHP00884,Tablet,499,724.26,Innovatek,WH-A,12-05-2023,Air,Houston,In Transit,20-05-2023
SHP00885,Laptop,336,1278.71,NetSys,WH-C,26-12-2023,Ship,Los Angeles,In Transit,05-01-2024
SHP00886,Phone,95,140.47,NetSys,WH-C,03-05-2023,Air,New York,In Transit,07-05-2023
SHP00887,Phone,298,536.15,TechCorp,WH-A,17-02-2023,Rail,Houston,Delivered,26-02-2023
SHP00888,Keyboard,90,147.17,TechCorp,WH-C,15-10-2023,Air,Chicago,In Transit,20-10-2023
SHP00889,Phone,161,1464.25,TechCorp,WH-A,28-06-2023,Rail,New York,In Transit,04-07-2023
SHP00890,Monitor,70,1234.61,NetSys,WH-A,29-06-2023,Truck,Los Angeles,Delivered,04-07-2023
SHP00891,Phone,70,1286.19,GadgetPro,WH-B,09-04-2023,Rail,Chicago,Delayed,19-04-2023
SHP00892,Keyboard,363,1410.05,Innovatek,WH-A,26-11-2023,Ship,Phoenix,In Transit,03-12-2023
SHP00893,Phone,37,173.4,Innovatek,WH-B,03-02-2023,Ship,Chicago,Delayed,10-02-2023
SHP00894,Monitor,451,609.12,GadgetPro,WH-C,11-03-2023,Ship,Los Angeles,Delayed,12-03-2023
SHP00895,Laptop,52,153,GadgetPro,WH-B,20-06-2023,Truck,Chicago,In Transit,22-06-2023
SHP00896,Keyboard,178,355.65,Innovatek,WH-C,29-09-2023,Rail,Los Angeles,In Transit,06-10-2023
SHP00897,Laptop,432,382.58,Digitron,WH-A,28-02-2023,Truck,New York,Delivered,08-03-2023
SHP00898,Laptop,95,730.21,TechCorp,WH-C,30-06-2023,Air,Houston,Delivered,04-07-2023
SHP00899,Laptop,186,439.42,TechCorp,WH-C,19-01-2023,Air,Phoenix,In Transit,25-01-2023
SHP00900,Tablet,26,196.42,Innovatek,WH-A,14-08-2023,Air,Houston,Delayed,24-08-2023
SHP00901,Tablet,107,292.86,GadgetPro,WH-C,05-04-2023,Air,Houston,Delivered,08-04-2023
SHP00902,Laptop,463,263.55,Digitron,WH-A,24-10-2023,Ship,Houston,Delivered,31-10-2023
SHP00903,Keyboard,207,1460.96,Innovatek,WH-B,22-03-2023,Rail,Los Angeles,In Transit,25-03-2023
SHP00904,Monitor,107,1150.97,TechCorp,WH-A,24-06-2023,Ship,Los Angeles,In Transit,01-07-2023
SHP00905,Monitor,74,1453.25,NetSys,WH-A,10-08-2023,Rail,Phoenix,In Transit,18-08-2023
SHP00906,Phone,339,687.62,GadgetPro,WH-C,13-04-2023,Rail,Los Angeles,In Transit,16-04-2023
SHP00907,Keyboard,350,453.63,NetSys,WH-B,23-02-2023,Truck,Los Angeles,Delivered,25-02-2023
SHP00908,Tablet,14,1207.53,Innovatek,WH-A,02-07-2023,Air,Los Angeles,Delivered,08-07-2023
SHP00909,Laptop,11,523.07,TechCorp,WH-B,17-12-2023,Rail,Los Angeles,Delivered,21-12-2023
SHP00910,Phone,31,484.11,Digitron,WH-B,14-11-2023,Air,New York,Delayed,22-11-2023
SHP00911,Monitor,121,387.13,NetSys,WH-C,21-12-2023,Air,Phoenix,Delivered,23-12-2023
SHP00912,Tablet,66,238.03,Digitron,WH-A,15-12-2023,Air,Los Angeles,Delivered,19-12-2023
SHP00913,Tablet,75,421.87,TechCorp,WH-C,17-11-2023,Ship,Phoenix,In Transit,19-11-2023
SHP00914,Laptop,339,565.21,NetSys,WH-A,09-03-2023,Air,Chicago,Delivered,11-03-2023
SHP00915,Monitor,107,1027.29,Digitron,WH-B,28-01-2023,Rail,New York,Delivered,30-01-2023
SHP00916,Keyboard,153,140.72,Digitron,WH-A,01-10-2023,Ship,Los Angeles,Delivered,02-10-2023
SHP00917,Tablet,377,355.24,NetSys,WH-A,09-10-2023,Air,New York,In Transit,13-10-2023
SHP00918,Laptop,444,1223.08,TechCorp,WH-B,26-12-2023,Truck,New York,Delivered,28-12-2023
SHP00919,Keyboard,134,263.04,Digitron,WH-B,07-11-2023,Air,Chicago,Delivered,16-11-2023
SHP00920,Monitor,176,546.84,Innovatek,WH-A,29-04-2023,Air,Phoenix,Delayed,08-05-2023
SHP00921,Tablet,95,1303.76,NetSys,WH-C,14-05-2023,Ship,New York,Delayed,21-05-2023
SHP00922,Keyboard,85,274.64,GadgetPro,WH-A,09-05-2023,Rail,Houston,Delayed,15-05-2023
SHP00923,Keyboard,353,169.97,GadgetPro,WH-B,08-01-2023,Air,Chicago,Delayed,11-01-2023
SHP00924,Keyboard,433,752.58,TechCorp,WH-C,20-02-2023,Ship,Houston,In Transit,27-02-2023
SHP00925,Tablet,303,488.51,Innovatek,WH-B,07-12-2023,Ship,Chicago,Delayed,08-12-2023
SHP00926,Tablet,453,866.94,Digitron,WH-B,08-10-2023,Rail,Houston,Delivered,17-10-2023
SHP00927,Phone,68,1215.52,GadgetPro,WH-C,24-06-2023,Ship,Houston,Delayed,28-06-2023
SHP00928,Monitor,147,248.87,TechCorp,WH-B,02-07-2023,Rail,New York,In Transit,08-07-2023
SHP00929,Laptop,108,892.01,Innovatek,WH-B,11-07-2023,Truck,New York,Delayed,17-07-2023
SHP00930,Keyboard,201,782.99,Innovatek,WH-B,06-09-2023,Air,Chicago,Delayed,09-09-2023
SHP00931,Phone,252,258.91,TechCorp,WH-B,23-08-2023,Ship,Phoenix,In Transit,27-08-2023
SHP00932,Laptop,328,954.8,TechCorp,WH-B,24-03-2023,Truck,New York,In Transit,03-04-2023
SHP00933,Phone,58,446.78,Digitron,WH-B,03-04-2023,Ship,New York,In Transit,06-04-2023
SHP00934,Tablet,457,757.36,TechCorp,WH-B,08-11-2023,Ship,Los Angeles,In Transit,14-11-2023
SHP00935,Keyboard,41,169.29,Digitron,WH-B,25-09-2023,Truck,New York,In Transit,26-09-2023
SHP00936,Laptop,400,716.4,Digitron,WH-B,30-04-2023,Ship,Phoenix,In Transit,08-05-2023
SHP00937,Laptop,286,494.37,NetSys,WH-A,12-03-2023,Ship,Los Angeles,Delivered,20-03-2023
SHP00938,Laptop,29,1242.45,Innovatek,WH-A,17-01-2023,Truck,Houston,Delayed,26-01-2023
SHP00939,Laptop,163,132.62,Innovatek,WH-B,10-09-2023,Ship,Houston,Delayed,16-09-2023
SHP00940,Laptop,392,656.98,Innovatek,WH-A,02-05-2023,Rail,Los Angeles,In Transit,03-05-2023
SHP00941,Phone,77,714.73,NetSys,WH-C,10-01-2023,Ship,Los Angeles,In Transit,13-01-2023
SHP00942,Keyboard,375,1101.26,Digitron,WH-A,14-10-2023,Air,Los Angeles,Delivered,15-10-2023
SHP00943,Tablet,381,882.72,Digitron,WH-B,12-11-2023,Ship,Chicago,Delivered,17-11-2023
SHP00944,Tablet,223,1017.46,TechCorp,WH-B,22-11-2023,Air,Phoenix,In Transit,25-11-2023
SHP00945,Tablet,152,1176.72,NetSys,WH-A,30-09-2023,Air,Phoenix,Delivered,02-10-2023
SHP00946,Tablet,385,1300.19,TechCorp,WH-B,02-11-2023,Ship,Houston,Delivered,05-11-2023
SHP00947,Phone,241,505.12,NetSys,WH-C,20-10-2023,Truck,Houston,In Transit,29-10-2023
SHP00948,Monitor,222,830.13,TechCorp,WH-C,29-07-2023,Rail,Houston,In Transit,06-08-2023
SHP00949,Keyboard,88,1268.16,GadgetPro,WH-B,06-08-2023,Rail,New York,In Transit,09-08-2023
SHP00950,Laptop,223,1484.7,Innovatek,WH-C,29-08-2023,Ship,Houston,In Transit,31-08-2023
SHP00951,Monitor,125,1339.8,Innovatek,WH-C,19-07-2023,Truck,Los Angeles,Delayed,24-07-2023
SHP00952,Tablet,101,588.63,Digitron,WH-A,04-08-2023,Truck,Houston,Delayed,05-08-2023
SHP00953,Monitor,279,332.99,GadgetPro,WH-C,24-07-2023,Rail,Los Angeles,In Transit,28-07-2023
SHP00954,Keyboard,420,759.62,Innovatek,WH-A,04-08-2023,Truck,Chicago,Delivered,12-08-2023
SHP00955,Laptop,390,1125.38,Digitron,WH-B,21-03-2023,Ship,New York,In Transit,22-03-2023
SHP00956,Laptop,498,764.23,GadgetPro,WH-A,24-09-2023,Ship,New York,Delayed,29-09-2023
SHP00957,Keyboard,177,750.61,Innovatek,WH-B,04-02-2023,Truck,Phoenix,Delivered,08-02-2023
SHP00958,Keyboard,67,1265.43,TechCorp,WH-B,16-10-2023,Ship,Chicago,Delayed,22-10-2023
SHP00959,Tablet,293,574.04,NetSys,WH-B,18-01-2023,Air,Los Angeles,In Transit,25-01-2023
SHP00960,Laptop,35,1296.7,GadgetPro,WH-B,14-06-2023,Rail,Chicago,Delayed,23-06-2023
SHP00961,Monitor,378,639.87,Digitron,WH-B,13-01-2023,Ship,New York,Delayed,14-01-2023
SHP00962,Phone,456,525.94,GadgetPro,WH-A,21-07-2023,Truck,Los Angeles,Delayed,31-07-2023
SHP00963,Phone,75,708.29,Digitron,WH-B,17-08-2023,Rail,Chicago,Delivered,21-08-2023
SHP00964,Keyboard,418,1155.55,GadgetPro,WH-C,12-12-2023,Ship,New York,Delayed,18-12-2023
SHP00965,Tablet,257,232.7,Digitron,WH-C,01-01-2023,Rail,Los Angeles,Delivered,11-01-2023
SHP00966,Phone,263,334.81,Innovatek,WH-B,15-11-2023,Truck,Los Angeles,In Transit,22-11-2023
SHP00967,Laptop,396,1429.59,TechCorp,WH-C,05-08-2023,Air,New York,In Transit,12-08-2023
SHP00968,Keyboard,465,304.46,Innovatek,WH-A,03-02-2023,Air,Los Angeles,Delayed,11-02-2023
SHP00969,Monitor,53,873.2,TechCorp,WH-A,25-12-2023,Ship,New York,Delivered,04-01-2024
SHP00970,Keyboard,106,890.01,Innovatek,WH-B,23-09-2023,Air,Houston,In Transit,01-10-2023
SHP00971,Monitor,51,759.96,Innovatek,WH-B,08-05-2023,Ship,Houston,Delivered,16-05-2023
SHP00972,Keyboard,236,984.88,GadgetPro,WH-B,31-07-2023,Rail,Los Angeles,Delivered,08-08-2023
SHP00973,Keyboard,271,383.25,NetSys,WH-C,20-09-2023,Ship,Los Angeles,Delayed,28-09-2023
SHP00974,Keyboard,176,851.36,Digitron,WH-C,08-11-2023,Ship,New York,Delayed,14-11-2023
SHP00975,Monitor,445,589.65,Digitron,WH-A,21-03-2023,Ship,Los Angeles,Delivered,30-03-2023
SHP00976,Monitor,288,1009.42,Digitron,WH-C,14-06-2023,Air,Phoenix,Delivered,17-06-2023
SHP00977,Keyboard,98,254.77,TechCorp,WH-A,09-09-2023,Ship,Houston,Delayed,15-09-2023
SHP00978,Phone,388,877.77,Digitron,WH-C,12-01-2023,Truck,Los Angeles,Delivered,17-01-2023
SHP00979,Tablet,187,318.64,Digitron,WH-A,31-10-2023,Ship,Los Angeles,Delayed,08-11-2023
SHP00980,Tablet,436,454.03,GadgetPro,WH-B,31-07-2023,Rail,Chicago,Delivered,04-08-2023
SHP00981,Tablet,412,367.13,Innovatek,WH-C,09-10-2023,Truck,Los Angeles,Delayed,13-10-2023
SHP00982,Monitor,206,315.11,Digitron,WH-A,22-04-2023,Rail,Phoenix,Delivered,02-05-2023
SHP00983,Monitor,316,1247.28,NetSys,WH-C,30-07-2023,Rail,Houston,Delayed,09-08-2023
SHP00984,Phone,276,464.28,Digitron,WH-B,27-08-2023,Rail,Chicago,Delivered,01-09-2023
SHP00985,Tablet,277,1394.33,TechCorp,WH-A,25-09-2023,Truck,New York,In Transit,01-10-2023
SHP00986,Tablet,83,1456.39,TechCorp,WH-C,25-10-2023,Truck,New York,In Transit,29-10-2023
SHP00987,Keyboard,17,878.33,TechCorp,WH-C,13-11-2023,Air,Houston,Delivered,15-11-2023
SHP00988,Monitor,417,257.35,Digitron,WH-B,27-02-2023,Truck,New York,In Transit,01-03-2023
SHP00989,Tablet,485,593.09,GadgetPro,WH-B,03-02-2023,Ship,Phoenix,Delivered,06-02-2023
SHP00990,Phone,306,1206.71,NetSys,WH-A,20-09-2023,Rail,Los Angeles,Delivered,22-09-2023
SHP00991,Phone,173,582.72,Digitron,WH-C,31-12-2023,Air,Houston,In Transit,01-01-2024
SHP00992,Tablet,494,176.17,GadgetPro,WH-C,04-02-2023,Truck,Chicago,Delivered,12-02-2023
SHP00993,Monitor,94,857.34,GadgetPro,WH-B,28-09-2023,Rail,Los Angeles,Delayed,03-10-2023
SHP00994,Phone,81,1275.43,Digitron,WH-B,15-08-2023,Truck,New York,Delivered,25-08-2023
SHP00995,Keyboard,64,1204.09,Digitron,WH-A,25-01-2023,Air,New York,Delivered,26-01-2023
